epoch,test_loss,test_accuracy
319,3.26,69.72
320,3.23,69.67
321,3.21,70.15
322,3.2,70.41
323,3.22,70.58
324,3.33,69.9
325,3.22,70.15
326,3.22,70.39
327,3.14,70.6
328,3.12,70.63
329,3.32,69.65
330,3.29,69.59
331,3.13,70.45
332,3.12,70.58
333,3.19,70.13
334,3.14,70.09
335,2.98,71.04
336,3.12,70.37
337,3.17,69.98
338,3.27,69.62
339,3.22,70.15
340,3.26,70.0
341,3.14,70.28
342,3.15,70.29
343,3.28,69.86
344,3.22,69.83
345,3.27,69.86
346,3.25,70.03
347,3.12,70.43
348,3.13,70.73
349,3.24,70.14
350,3.17,70.74
351,3.12,71.06
352,3.21,70.73
353,3.27,70.88
354,3.21,70.54
355,3.21,71.07
356,3.17,71.23
357,3.35,70.41
358,3.04,71.47
359,3.1,71.21
360,3.25,70.81
361,3.26,70.5
362,3.23,70.74
363,3.17,70.84
364,3.26,70.68
365,3.38,70.15
366,3.18,70.94
367,3.19,70.21
368,3.16,70.86
369,3.18,70.49
370,3.22,70.45
371,3.12,70.84
372,3.16,70.73
373,3.21,70.67
374,3.17,70.76
375,3.18,70.5
376,3.18,70.99
377,3.25,70.34
378,3.09,70.97
379,3.17,70.72
380,3.14,71.05
381,3.16,70.77
382,3.23,70.33
383,3.22,70.45
384,3.17,70.54
385,3.26,70.38
386,3.13,70.62
387,3.17,70.73
388,3.02,71.12
389,3.13,70.73
390,3.15,70.71
391,3.03,71.49
392,3.14,70.99
393,2.99,71.82
394,3.21,70.82
395,3.06,70.89
396,3.12,70.59
397,3.08,71.08
398,3.06,71.14
399,3.07,71.35
400,3.05,71.37
401,3.1,71.11
402,3.21,70.82
403,3.1,71.17
404,3.25,70.63
405,3.22,71.06
406,3.31,70.69
407,3.27,70.67
408,3.32,70.39
409,3.28,70.64
410,3.3,70.68
411,3.28,70.43
412,3.35,70.11
413,3.22,70.84
414,3.34,70.41
415,3.35,70.12
416,3.33,70.29
417,3.29,70.45
418,3.2,70.94
