epoch,test_loss,test_accuracy
319,1.65,91.37
320,3.01,84.58
321,1.6,91.05
322,3.05,84.16
323,1.58,91.19
324,2.77,84.5
325,1.33,92.28
326,3.32,83.42
327,1.34,92.36
328,2.49,85.52
329,1.55,91.74
330,2.72,85.64
331,1.96,89.37
332,2.51,86.16
333,1.64,90.73
334,3.34,85.6
335,1.95,89.09
336,4.78,85.13
337,1.9,89.46
338,2.9,85.04
339,1.5,91.01
340,2.51,85.03
341,1.67,90.7
342,3.43,85.09
343,2.0,88.62
344,4.97,83.53
345,1.86,89.77
346,3.82,84.58
347,1.98,89.73
348,2.09,87.05
349,1.54,91.3
350,2.75,85.6
351,1.94,89.81
352,2.35,86.65
353,2.61,88.13
354,2.16,87.46
355,2.23,89.24
356,1.86,88.95
357,2.19,89.08
358,2.07,87.93
359,2.21,89.1
360,2.37,87.36
361,2.4,88.63
362,2.4,87.33
363,2.25,89.05
364,2.4,87.33
365,2.24,88.91
366,1.87,89.09
367,2.64,88.17
368,2.43,87.21
369,2.47,88.45
370,2.6,86.83
371,2.33,88.53
372,1.61,91.53
373,1.87,90.3
374,1.47,91.61
375,2.14,89.54
376,1.72,90.22
377,2.25,89.28
378,1.52,91.48
379,2.11,89.37
380,1.39,92.05
381,2.9,87.47
382,1.67,90.56
383,2.18,89.16
384,1.83,90.08
385,2.25,89.45
386,1.51,92.06
387,2.05,90.06
388,2.19,88.96
389,2.9,87.9
390,2.66,87.8
391,3.05,87.79
392,2.98,87.22
393,2.54,88.67
394,2.05,90.22
395,2.83,87.78
396,1.56,92.03
397,2.6,88.52
398,1.45,92.77
399,1.69,91.36
400,1.58,92.09
401,2.42,89.09
402,1.79,91.06
403,3.51,86.57
404,2.03,90.36
405,2.28,89.62
406,1.48,92.73
407,1.8,91.13
408,1.13,94.38
409,1.73,91.03
410,1.54,92.28
411,2.02,90.18
412,1.41,92.72
413,2.01,90.53
414,1.8,91.48
415,2.52,88.82
416,1.56,92.39
417,1.85,91.16
418,1.21,93.94
419,1.41,92.81
420,1.18,93.99
421,1.63,91.6
422,1.28,93.75
423,1.71,91.6
424,1.31,93.24
425,1.8,91.5
426,1.38,92.85
427,1.94,90.46
428,1.27,93.45
429,2.1,90.32
430,1.77,91.46
431,2.2,90.26
432,1.29,93.79
433,1.62,91.9
434,1.2,94.19
435,1.36,93.44
436,1.16,94.27
437,1.31,93.73
438,1.27,93.72
439,1.14,94.4
440,1.33,93.21
441,1.26,93.58
442,1.26,93.54
443,1.33,93.53
444,1.53,92.02
445,1.42,93.32
446,1.65,91.45
447,1.58,92.12
448,1.15,94.14
449,1.85,91.28
450,1.57,92.09
451,1.99,90.9
452,1.84,90.94
453,1.67,91.92
454,1.41,93.05
455,1.89,91.2
456,1.38,93.22
457,1.7,92.05
458,1.39,93.25
459,2.44,89.45
460,1.25,93.81
461,2.01,90.3
462,1.29,93.57
463,1.76,91.6
464,1.16,93.98
465,1.72,91.78
466,1.37,92.96
467,2.09,90.89
468,1.34,93.46
469,2.25,90.62
470,1.53,92.33
471,1.44,93.21
472,1.27,93.6
473,1.55,92.83
474,1.38,93.12
475,1.47,93.19
476,1.73,90.99
477,1.79,91.92
478,1.62,91.59
479,2.02,91.41
480,2.0,89.62
481,2.08,91.26
482,2.23,89.5
483,2.08,91.54
484,2.58,88.76
485,1.9,91.71
486,2.02,90.42
487,1.91,91.83
488,1.68,91.55
489,1.95,91.78
490,1.9,90.54
491,2.05,91.27
492,2.32,89.41
493,1.99,91.4
494,1.6,91.97
495,1.63,92.53
496,1.81,91.14
497,1.52,93.35
498,1.83,91.08
499,1.47,93.35
500,2.05,90.38
