epoch,test_loss,test_accuracy
319,1.24,92.72
320,1.21,92.96
321,1.32,92.47
322,1.22,92.97
323,1.28,92.72
324,1.35,92.35
325,1.25,92.88
326,1.27,92.67
327,1.28,92.55
328,1.29,92.48
329,1.22,92.92
330,1.2,92.92
331,1.54,91.06
332,1.35,92.24
333,1.37,92.09
334,1.39,92.12
335,1.53,91.36
336,1.38,92.05
337,1.46,91.93
338,1.33,92.43
339,1.41,92.43
340,1.44,92.16
341,1.43,92.19
342,1.41,92.33
343,1.52,91.67
344,1.36,92.42
345,1.33,92.17
346,1.38,92.34
347,1.3,92.54
348,1.18,93.08
349,1.26,92.76
350,1.21,92.99
351,1.24,93.18
352,1.3,92.89
353,1.25,92.89
354,1.37,92.33
355,1.51,91.97
356,1.24,92.88
357,1.38,92.28
358,1.33,92.66
359,1.48,91.69
360,1.49,91.76
361,1.4,92.34
362,1.39,92.23
363,1.3,92.57
364,1.46,91.8
365,1.36,92.15
366,1.56,91.23
367,1.5,91.6
368,1.44,91.64
369,1.35,92.57
370,1.44,91.85
371,1.46,91.81
372,1.31,92.6
373,1.53,91.22
374,1.28,92.71
375,1.47,91.54
376,1.29,92.6
377,1.39,92.08
378,1.49,91.73
379,1.22,93.0
380,1.5,91.58
381,1.29,92.58
382,1.33,92.49
383,1.26,92.86
384,1.35,92.2
385,1.29,92.41
386,1.57,91.09
387,1.53,91.3
388,1.34,92.61
389,1.49,91.81
390,1.4,92.43
391,1.45,91.81
392,1.51,91.36
393,1.38,92.28
394,1.45,92.0
395,1.44,92.15
396,1.55,92.05
397,1.31,92.94
398,1.48,92.2
399,1.61,91.59
400,1.54,91.71
401,1.44,92.3
402,1.55,91.54
403,1.53,91.66
404,1.47,92.27
405,1.59,91.44
406,1.39,93.04
407,1.36,92.62
408,1.57,91.67
409,1.35,93.1
410,1.78,91.08
411,1.4,92.92
412,1.59,91.83
413,1.55,91.98
414,1.5,92.72
415,1.45,92.89
416,1.47,92.5
417,1.44,92.9
418,1.5,92.72
419,1.57,92.13
420,1.61,91.74
421,1.46,92.5
422,1.58,91.79
423,1.59,91.74
424,1.41,93.01
425,1.43,92.52
426,1.41,92.81
427,1.57,91.94
428,1.35,93.11
429,1.64,91.88
430,1.4,93.08
431,1.57,92.28
432,1.59,91.6
433,1.37,92.74
434,1.48,92.48
435,1.78,91.14
436,1.51,92.28
437,1.49,92.54
438,1.6,91.92
439,1.48,92.51
440,1.57,92.21
441,1.39,92.89
442,1.41,92.84
443,1.52,92.11
444,1.36,92.87
445,1.42,92.65
446,1.63,92.09
447,1.58,92.57
448,1.53,92.81
449,1.4,93.12
450,1.57,92.58
451,1.59,92.37
452,1.64,92.34
453,1.64,92.38
454,1.47,92.67
455,1.46,92.92
456,1.53,92.32
457,1.7,92.09
458,1.7,92.05
459,1.62,92.04
460,1.61,92.61
461,1.54,92.86
462,1.56,92.82
463,1.59,92.73
464,1.6,92.53
465,1.54,93.15
466,1.65,92.1
467,1.55,92.84
468,1.67,91.79
469,1.55,92.89
470,1.42,93.02
471,1.51,92.6
472,1.46,92.94
473,1.52,92.59
474,1.54,92.4
475,1.35,93.21
476,1.6,91.79
477,1.64,91.73
478,1.5,92.56
479,1.4,92.98
480,1.69,91.77
481,1.47,92.78
482,1.45,92.85
483,1.51,92.49
484,1.81,90.95
485,1.62,92.05
486,1.62,92.42
487,1.62,91.7
488,1.5,92.39
489,1.52,92.23
490,1.48,92.8
491,1.67,91.43
492,1.57,92.01
493,1.54,92.57
494,1.6,92.04
495,1.54,92.21
496,1.57,92.01
497,1.55,92.13
498,1.53,92.01
499,1.48,92.5
500,1.66,91.73
