epoch,test_loss,test_accuracy
319,0.81,84.14
320,0.86,83.48
321,0.86,83.37
322,0.86,83.12
323,0.88,83.4
324,0.9,83.0
325,0.8,83.99
326,0.86,83.08
327,0.87,83.47
328,0.88,83.06
329,0.83,83.66
330,0.83,83.72
331,0.86,83.26
332,0.85,83.79
333,0.88,83.22
334,0.86,83.61
335,0.91,82.75
336,0.79,84.26
337,0.88,83.47
338,0.89,82.67
339,0.89,83.17
340,0.95,82.22
341,0.88,83.44
342,0.78,84.22
343,0.83,84.04
344,0.93,82.84
345,0.88,83.04
346,0.83,84.24
347,0.85,83.91
348,0.85,83.89
349,0.89,83.32
350,0.84,83.74
351,0.87,83.55
352,0.87,83.64
353,0.87,83.64
354,0.89,83.39
355,0.95,82.43
356,0.89,83.91
357,0.87,83.38
358,0.91,83.64
359,0.81,84.37
360,0.94,82.88
361,0.89,83.66
362,0.86,83.75
363,0.83,84.23
364,0.89,83.75
365,0.87,83.73
366,0.86,84.2
367,0.89,83.67
368,0.88,83.8
369,0.91,83.45
370,0.86,83.96
371,0.9,83.03
372,0.85,84.16
373,0.95,82.85
374,0.91,83.16
375,0.9,83.67
376,0.91,82.92
377,0.89,83.78
378,0.88,83.64
379,0.89,83.7
380,0.82,84.34
381,0.86,84.1
382,0.91,83.47
383,0.93,82.92
384,0.89,83.82
385,0.9,83.36
386,0.91,83.13
387,0.85,84.01
388,0.9,83.86
389,0.93,83.09
390,0.89,83.74
391,0.95,83.48
392,0.92,83.52
393,0.93,83.38
394,0.92,84.03
395,0.94,83.58
396,0.96,83.26
397,0.94,83.7
398,0.91,83.89
399,0.9,83.86
400,0.93,83.51
401,0.89,83.48
402,0.9,83.85
403,0.88,84.15
404,0.87,83.98
405,0.98,82.7
406,0.92,83.67
407,0.96,82.9
408,0.93,83.99
409,0.93,83.44
410,0.9,83.94
411,0.9,83.59
412,0.89,84.12
413,0.94,83.75
414,0.87,83.91
415,0.93,83.7
416,0.89,83.96
417,0.95,83.24
418,0.92,83.99
419,1.01,82.67
420,0.88,84.17
421,0.96,83.38
422,0.92,83.96
423,0.88,84.54
424,0.93,83.3
425,0.93,83.69
426,0.92,83.87
427,0.91,84.02
428,0.93,83.56
429,0.96,83.27
430,0.93,83.68
431,0.93,83.75
432,0.93,83.94
433,0.95,83.75
434,0.99,83.21
435,0.94,83.63
436,0.94,83.41
437,0.98,83.15
438,1.01,82.8
439,0.95,83.51
440,0.96,83.92
441,1.0,82.72
442,1.0,82.46
443,0.95,83.89
444,0.95,83.82
445,1.01,82.75
446,0.95,83.73
447,1.03,82.79
448,0.97,83.54
449,1.01,82.74
450,0.96,83.73
451,0.92,84.0
452,0.95,83.66
453,0.96,83.8
454,0.98,83.1
455,1.0,83.46
456,0.98,83.16
457,0.98,83.47
458,0.96,83.97
459,0.99,83.26
460,0.94,83.6
461,0.99,83.41
462,0.94,84.09
463,1.02,83.18
464,0.96,84.06
465,0.94,84.1
466,1.05,83.11
467,0.98,83.49
468,0.91,84.29
469,0.94,84.11
470,0.97,83.67
471,0.98,83.25
472,0.94,84.16
473,0.98,83.45
474,0.96,83.66
475,1.0,83.32
476,1.03,82.86
477,0.94,84.02
478,1.0,83.19
479,1.04,82.97
480,0.96,83.97
481,1.0,83.33
482,0.94,84.1
483,1.04,83.1
484,1.0,83.7
485,1.01,83.54
486,1.0,83.59
487,1.0,83.79
488,0.97,83.83
489,1.07,83.1
490,1.01,83.55
491,1.0,83.57
492,1.05,82.98
493,1.06,82.89
494,1.01,83.72
495,1.04,83.17
496,1.01,83.38
497,1.04,82.91
498,0.99,84.01
499,0.98,84.15
500,1.02,83.3
