epoch,test_loss,test_accuracy
434,3.34,71.54
435,3.34,71.5
436,3.37,71.35
437,3.47,70.29
438,3.45,70.65
439,3.42,70.64
440,3.27,71.22
441,3.38,70.93
442,3.3,71.23
443,3.3,71.09
444,3.44,70.41
445,3.5,70.59
446,3.4,70.74
447,3.37,71.0
448,3.4,70.66
449,3.31,70.37
450,3.26,70.68
451,3.37,69.9
452,3.35,70.0
453,3.55,69.73
454,3.34,70.42
455,3.27,70.65
456,3.53,69.93
457,3.43,70.11
458,3.58,69.53
459,3.58,69.35
460,3.51,69.86
461,3.38,70.14
462,3.46,70.15
463,3.32,70.49
464,3.3,70.7
465,3.33,70.39
466,3.37,70.67
467,3.35,70.25
468,3.45,69.82
469,3.4,69.99
470,3.27,70.59
471,3.34,70.28
472,3.25,70.77
473,3.19,70.89
474,3.25,70.42
475,3.25,70.51
476,3.26,70.22
477,3.18,71.01
478,3.27,70.92
479,3.18,70.73
480,3.22,70.83
481,3.18,71.42
482,3.25,71.01
483,3.18,71.05
484,3.34,70.52
485,3.27,70.74
486,3.39,70.16
487,3.26,70.62
488,3.25,71.11
489,3.34,70.59
490,3.3,70.66
491,3.33,70.11
492,3.5,69.64
493,3.47,70.29
494,3.39,69.81
495,3.39,70.14
496,3.28,70.28
497,3.36,70.07
498,3.39,69.9
499,3.5,69.7
500,3.43,70.26
