epoch,test_loss,test_accuracy
319,2.17,89.96
320,2.4,88.82
321,1.92,90.83
322,1.92,90.87
323,2.0,90.58
324,1.88,90.85
325,2.08,90.34
326,2.01,90.63
327,2.28,89.62
328,2.25,89.59
329,2.24,89.56
330,2.4,88.88
331,2.0,90.32
332,1.92,90.81
333,2.6,88.71
334,2.11,90.41
335,2.53,88.89
336,2.1,90.24
337,2.2,89.73
338,2.02,90.21
339,2.18,89.66
340,2.51,88.52
341,2.16,89.7
342,1.93,90.54
343,2.16,89.88
344,2.17,89.81
345,2.35,88.98
346,2.11,89.93
347,2.08,90.37
348,2.23,89.95
349,2.85,87.93
350,2.21,90.04
351,2.42,89.22
352,2.17,90.12
353,2.45,89.21
354,2.52,88.93
355,2.44,89.34
356,2.68,88.72
357,1.98,90.88
358,2.48,89.19
359,2.53,88.66
360,2.45,89.46
361,2.18,90.29
362,2.18,90.2
363,2.15,90.22
364,2.66,88.63
365,2.35,89.46
366,2.74,88.35
367,1.93,91.15
368,2.4,89.44
369,2.17,90.32
370,2.32,89.81
371,2.41,89.47
372,2.2,90.12
373,2.06,90.85
374,2.28,89.65
375,2.05,90.7
376,2.4,89.49
377,2.33,89.57
378,2.32,90.02
379,2.38,89.67
380,2.23,90.58
381,2.08,90.89
382,2.52,89.57
383,2.52,89.92
384,2.22,90.51
385,2.36,89.89
386,2.35,89.87
387,2.3,90.04
388,2.62,88.74
389,2.13,90.87
390,2.08,91.0
391,1.89,91.51
392,2.01,90.81
393,2.23,90.08
394,2.04,90.82
395,2.08,90.45
396,2.5,89.28
397,2.25,90.2
398,2.66,88.6
399,2.23,90.32
400,2.3,90.01
401,2.03,90.99
402,2.17,90.38
403,2.21,90.49
404,2.39,89.42
405,2.5,89.4
406,2.11,90.78
407,2.15,90.82
408,2.28,90.18
409,2.35,90.47
410,2.8,88.78
411,2.92,88.41
412,2.42,90.14
413,2.41,89.83
414,2.69,88.96
415,2.29,90.6
416,2.83,88.65
417,2.54,89.24
418,2.47,89.95
419,2.44,89.64
420,2.31,90.28
421,2.33,90.48
422,2.46,89.97
423,2.14,90.93
424,2.61,89.16
425,2.53,89.86
426,2.43,89.98
427,2.54,90.08
