epoch,test_loss,test_accuracy
1,2.9,16.84
2,2.47,16.98
3,2.34,22.51
4,2.25,29.12
5,2.29,35.75
6,2.12,43.85
7,2.92,41.63
8,3.2,48.35
9,4.0,49.47
10,3.87,51.55
11,4.01,55.24
12,3.65,56.34
13,4.85,57.24
14,3.72,59.76
15,4.63,59.13
16,4.22,61.65
17,4.25,61.15
18,4.53,62.62
19,3.96,63.37
20,5.09,63.27
21,4.56,62.97
22,5.23,64.44
23,4.23,66.65
24,4.25,67.79
25,3.89,68.03
26,4.49,67.38
27,4.87,67.16
28,4.14,68.5
29,4.45,68.04
30,4.42,68.23
31,4.19,69.51
32,4.63,68.78
33,3.38,71.51
34,4.66,70.13
35,4.05,69.99
36,4.0,71.11
37,4.17,71.29
38,3.62,72.38
39,4.22,71.54
40,4.49,71.2
41,4.46,72.5
42,4.13,72.46
43,4.22,72.56
44,3.99,72.82
45,4.53,71.86
46,4.02,73.07
47,3.84,73.31
48,3.63,74.63
49,3.6,74.34
50,3.63,74.13
51,4.01,74.32
52,3.85,73.73
53,3.86,74.5
54,3.61,74.55
55,4.16,73.72
56,3.56,75.24
57,3.47,75.53
58,4.22,74.46
59,3.93,74.9
60,3.67,75.32
61,3.73,75.47
62,4.02,74.55
63,3.89,74.94
64,3.69,76.12
65,3.69,75.69
66,3.61,76.07
67,3.89,75.6
68,3.45,76.81
69,3.06,78.4
70,3.84,75.98
71,3.22,77.76
72,4.08,75.37
73,3.61,77.24
74,3.4,77.4
75,3.59,76.84
76,3.67,76.89
77,3.66,76.23
78,3.74,76.32
79,3.37,77.69
80,3.89,76.54
81,3.53,77.5
82,3.2,78.38
83,3.66,77.29
84,3.87,76.79
85,3.7,77.32
86,3.48,78.02
87,3.41,78.07
88,3.66,77.22
89,3.47,77.77
90,3.39,78.22
91,3.78,76.97
92,3.27,79.2
93,3.27,78.84
94,2.87,80.33
95,3.56,77.8
96,3.1,79.05
97,3.4,78.29
98,2.86,80.4
99,3.31,78.44
100,3.03,79.59
101,3.41,78.13
102,3.22,78.65
103,3.49,78.04
104,3.16,79.41
105,2.7,81.6
106,3.52,78.46
107,2.9,80.74
108,2.97,80.06
109,3.51,78.33
110,3.07,80.34
111,3.1,80.21
112,2.75,81.82
113,3.32,79.6
114,2.91,81.06
115,2.84,81.78
116,2.71,82.39
117,2.89,81.6
118,2.74,81.74
119,3.13,80.11
120,2.97,81.4
121,3.11,81.04
122,2.93,81.65
123,3.17,81.04
124,2.87,81.56
125,2.71,82.44
126,2.58,82.92
127,3.06,80.95
128,2.85,81.76
129,3.22,81.16
130,2.53,84.01
131,3.33,80.51
132,2.85,82.0
133,3.15,80.44
134,2.71,82.5
135,2.93,81.35
136,2.55,83.14
137,3.34,80.83
138,2.9,81.98
139,2.73,82.47
140,3.52,80.3
141,2.74,82.75
142,3.0,81.57
143,2.88,82.26
144,2.79,82.41
145,2.73,82.7
146,2.96,81.93
147,3.14,81.12
148,3.13,81.33
149,3.18,80.58
150,3.5,80.21
151,2.94,82.53
152,2.94,82.58
153,3.12,81.9
154,2.89,82.59
155,3.2,81.3
156,2.94,82.55
157,3.14,81.63
158,3.03,82.1
159,2.89,82.87
160,3.21,81.65
161,2.88,83.08
162,3.1,82.33
163,3.45,81.18
164,2.93,82.75
165,3.42,80.8
166,3.26,81.57
167,3.2,81.14
168,2.74,83.81
169,3.69,80.28
170,2.81,83.13
171,4.5,78.96
172,3.48,81.22
173,3.3,82.05
174,3.68,80.69
175,3.16,82.66
176,3.22,82.21
177,3.31,81.99
178,3.09,82.6
179,3.23,82.33
180,3.0,83.07
181,3.96,79.96
182,3.2,82.28
183,3.23,81.95
184,2.55,84.77
185,3.25,82.15
186,3.11,81.94
187,2.68,84.25
188,2.83,82.86
189,3.08,82.31
190,2.54,84.92
191,2.94,83.2
192,2.62,84.85
193,3.04,83.18
194,2.83,84.05
195,2.97,83.53
196,2.95,83.79
197,3.07,83.13
198,2.79,84.3
199,2.7,84.19
200,2.88,84.21
201,2.82,84.38
202,2.8,84.4
203,2.8,84.8
204,2.85,84.63
205,2.64,85.97
206,2.42,86.8
207,2.8,85.03
208,2.41,86.58
209,2.49,86.07
210,2.69,85.07
211,2.85,84.37
212,2.66,85.35
213,2.9,84.47
214,2.94,84.27
215,2.85,84.67
216,2.86,84.83
217,2.57,85.86
218,2.69,85.43
219,2.77,85.44
220,2.99,84.31
221,3.02,84.01
222,3.05,83.99
223,3.13,83.95
224,2.72,85.41
225,3.13,84.05
226,2.4,86.86
227,3.0,84.17
228,3.08,84.17
229,2.95,84.33
230,2.84,84.69
231,3.18,83.64
232,2.71,85.34
233,3.03,84.11
234,2.73,85.34
235,2.72,85.75
236,2.98,84.39
237,2.54,86.22
238,3.5,82.52
239,2.64,86.46
240,2.9,85.2
241,2.99,84.83
242,3.12,84.18
243,2.53,86.56
244,3.24,83.62
245,3.01,84.63
246,2.96,85.24
247,3.14,83.77
248,2.92,85.45
249,3.37,83.63
250,2.93,85.01
251,3.37,83.67
252,2.97,84.99
253,3.45,82.56
