epoch,test_loss,test_accuracy
319,5.44,82.18
320,5.31,82.17
321,6.32,80.62
322,5.08,82.4
323,7.29,78.41
324,6.5,80.91
325,5.91,81.2
326,6.46,80.16
327,6.53,80.48
328,5.65,81.39
329,8.06,78.46
330,5.48,81.98
331,7.82,78.88
332,5.71,81.99
333,6.04,81.23
334,5.75,81.85
335,7.77,77.97
336,6.03,81.18
337,6.08,81.28
338,5.21,83.14
339,6.51,80.46
340,6.73,79.53
341,6.46,79.97
342,6.1,80.85
343,5.67,81.87
344,6.78,80.57
345,6.21,80.98
346,6.24,81.1
347,5.85,82.49
348,4.92,84.45
349,6.08,82.22
350,5.95,81.56
351,6.13,80.98
352,5.64,82.09
353,5.45,82.73
354,4.81,84.05
355,5.34,82.44
356,5.46,82.6
357,5.73,82.19
358,4.93,84.02
359,5.82,82.38
360,4.29,85.79
361,5.44,83.05
362,4.58,85.01
363,6.12,81.82
364,4.98,84.46
365,5.35,83.8
366,4.7,85.32
367,5.61,83.77
368,5.24,84.47
369,4.39,86.76
370,6.27,82.75
371,4.94,85.42
372,4.29,86.57
373,5.56,84.64
374,4.64,86.46
375,5.67,84.35
376,4.54,86.64
377,4.59,86.68
378,5.17,85.64
379,4.89,86.06
380,5.6,85.05
381,4.52,87.4
382,5.83,84.22
383,4.82,86.25
384,5.24,85.38
385,4.88,86.24
386,4.83,86.73
387,4.4,87.49
388,5.6,85.11
389,4.61,86.88
390,5.74,85.31
391,5.85,84.65
392,4.7,87.24
393,5.43,85.78
394,5.3,85.71
395,5.72,84.93
396,5.53,85.56
397,6.17,84.19
398,4.32,87.49
399,6.55,83.6
400,4.65,87.16
401,6.03,84.61
402,4.57,87.13
403,6.25,83.79
404,5.04,86.48
405,5.78,84.82
406,4.96,86.69
407,6.63,83.21
408,4.4,87.45
409,4.73,86.94
410,4.57,87.34
411,5.0,86.14
412,5.1,86.13
413,5.95,84.17
414,4.78,86.61
415,4.45,87.46
416,5.01,85.91
417,4.45,87.43
418,5.01,85.98
419,4.21,88.34
420,4.96,86.16
421,4.83,86.34
422,5.8,84.13
423,5.45,84.84
424,4.28,87.73
425,5.26,85.51
426,5.54,85.25
427,4.05,88.31
428,6.19,84.27
429,3.75,89.72
430,4.69,87.47
431,4.91,86.98
432,5.36,86.37
433,5.58,85.78
434,4.89,87.16
435,5.2,86.46
436,4.73,87.29
437,7.59,82.1
438,5.01,86.6
439,5.69,85.14
440,6.25,84.32
441,6.34,84.61
442,5.09,86.75
443,5.68,85.71
444,4.85,87.55
445,5.8,85.52
446,5.76,85.42
447,6.79,83.99
448,6.26,84.89
449,6.16,85.04
450,6.1,84.87
451,6.83,83.81
452,5.88,85.65
453,5.49,86.48
454,5.86,86.02
455,5.44,86.69
456,6.63,84.53
457,6.6,84.28
458,5.87,85.74
459,5.68,85.97
460,5.43,86.37
461,5.46,86.45
462,5.96,85.18
463,5.9,85.45
464,5.7,85.96
465,5.85,85.83
466,5.46,86.74
467,5.78,86.12
468,4.99,87.31
469,5.38,86.93
470,4.94,87.72
471,5.38,87.23
472,4.96,87.9
473,5.38,87.29
474,4.99,87.81
475,4.47,88.85
476,4.63,88.07
477,5.48,86.55
478,4.67,88.34
479,4.6,88.37
480,5.62,86.52
481,4.39,88.82
482,5.42,86.93
483,5.38,87.22
484,5.32,87.23
485,5.25,87.59
486,5.24,87.27
487,5.29,87.27
488,5.74,86.63
489,5.78,86.58
490,5.12,87.56
491,5.8,86.55
492,6.09,85.79
493,6.06,85.8
494,7.25,83.85
495,4.9,87.85
496,5.73,85.72
497,4.26,89.15
498,4.46,89.08
499,5.18,87.61
500,5.75,86.78
