epoch,test_loss,test_accuracy
319,1.82,90.73
320,1.93,90.04
321,1.88,90.28
322,1.79,90.81
323,2.05,89.68
324,1.89,90.21
325,1.85,90.58
326,2.12,89.46
327,2.13,89.52
328,2.0,90.13
329,1.9,90.41
330,1.87,90.57
331,1.96,90.46
332,1.78,91.34
333,2.02,89.94
334,1.95,90.55
335,1.87,90.81
336,2.16,90.0
337,1.99,90.55
338,1.77,91.33
339,1.96,90.67
340,2.05,90.36
341,2.07,90.23
342,2.05,90.45
343,2.14,90.14
344,1.81,91.22
345,2.42,88.8
346,1.91,90.81
347,1.92,90.67
348,2.04,90.6
349,2.52,89.15
350,1.85,91.24
351,2.12,90.01
352,2.11,90.32
353,1.96,90.58
354,1.99,90.65
355,2.03,90.51
356,1.84,91.15
357,1.95,90.79
358,2.09,90.52
359,1.73,92.01
360,1.98,91.07
361,1.96,91.25
362,1.85,91.49
363,2.36,89.82
364,1.81,91.81
365,1.82,91.67
366,1.89,91.5
367,2.05,91.24
368,1.83,91.95
369,2.16,90.84
370,1.83,92.06
371,1.87,91.66
372,1.82,91.99
373,1.87,91.72
374,2.59,89.7
375,1.74,92.38
376,2.03,91.36
377,1.84,91.97
378,1.81,91.88
379,2.0,91.65
380,1.99,91.69
381,2.17,91.18
382,1.9,92.2
383,1.9,92.18
384,2.04,91.6
385,1.91,92.29
386,1.86,92.22
387,1.96,91.96
388,1.95,91.9
389,1.99,91.8
390,1.94,92.04
391,1.86,92.44
392,2.1,91.77
393,1.89,92.42
394,2.36,90.4
395,2.34,91.42
396,2.07,92.06
397,2.0,92.39
398,2.11,91.76
399,2.22,91.57
400,2.19,91.61
401,1.97,92.16
402,2.37,91.26
403,2.29,91.63
404,1.98,92.41
405,2.49,90.93
406,2.13,91.87
407,1.93,92.19
408,2.08,91.83
409,2.72,89.71
410,2.01,92.23
411,2.21,91.54
412,2.22,91.66
413,2.02,92.11
414,1.93,92.58
415,2.58,90.08
416,2.05,92.26
417,2.12,92.0
418,2.03,92.13
419,2.17,91.86
420,2.05,92.02
421,2.27,91.65
422,2.49,90.76
423,2.2,91.67
424,2.21,91.72
425,2.17,91.57
426,2.02,91.81
427,2.21,91.45
428,1.95,92.21
429,2.49,90.58
430,2.16,91.49
431,2.3,91.07
432,2.29,90.94
433,2.5,90.41
434,2.47,90.56
435,2.14,91.77
436,2.16,91.51
437,1.97,92.15
438,1.95,92.47
439,2.05,92.18
440,2.16,91.53
441,1.94,92.17
442,2.62,90.47
443,1.85,92.56
444,2.39,91.13
445,2.02,92.22
446,2.19,91.62
447,2.15,91.63
448,2.21,91.68
449,1.92,92.62
450,2.37,91.15
451,1.86,92.63
452,2.17,91.74
453,2.27,91.6
454,2.23,91.57
455,2.29,91.51
456,2.2,91.99
457,2.28,91.62
458,2.42,91.12
459,2.12,92.15
460,2.17,91.96
461,2.4,91.21
462,2.18,91.61
463,1.96,92.38
464,2.33,91.53
465,2.11,92.2
466,2.15,92.04
467,2.24,91.58
468,2.11,92.24
469,2.29,91.74
470,2.22,91.86
471,2.24,91.65
472,2.23,91.68
473,2.34,91.28
474,2.21,91.82
475,2.2,91.91
476,2.4,91.3
477,2.49,91.3
478,2.49,91.07
479,2.25,91.66
480,2.31,91.53
481,2.2,91.7
482,2.44,90.94
483,2.8,89.96
484,2.02,92.31
485,2.19,91.67
486,2.42,90.92
487,2.34,91.28
488,2.11,91.94
489,2.16,91.71
490,1.98,92.35
491,2.17,91.88
492,2.55,90.61
493,2.28,91.4
494,2.19,91.62
495,1.9,92.57
496,2.25,91.69
497,2.13,91.97
498,2.11,92.15
499,2.19,91.91
500,2.1,92.03
