epoch,test_loss,test_accuracy
129,3.8,67.85
130,4.49,65.29
131,4.43,66.07
132,4.21,67.13
133,4.22,66.2
134,4.45,66.75
135,4.38,66.79
136,4.76,65.33
137,4.6,66.47
138,4.84,66.45
139,5.56,64.43
140,5.45,64.96
141,5.55,63.9
142,5.29,64.85
143,5.93,63.93
144,5.96,63.66
145,5.66,65.06
146,6.26,63.65
147,6.5,62.89
148,5.9,64.47
149,6.95,62.94
150,7.08,62.78
151,7.15,62.65
152,6.65,62.82
153,6.91,61.89
154,7.28,61.83
155,6.53,63.72
156,7.7,61.18
157,7.46,62.66
158,7.24,63.57
159,7.35,63.12
160,7.63,64.07
161,7.38,63.94
162,8.29,62.97
163,7.36,63.8
164,6.99,65.13
165,7.81,64.36
166,9.12,62.81
167,7.82,63.84
168,9.08,62.98
169,8.42,63.7
170,8.42,64.14
171,7.78,64.24
172,8.12,63.67
173,8.01,63.37
174,8.35,63.72
175,9.7,61.33
176,8.17,63.92
177,8.05,64.64
178,8.11,63.3
179,8.2,64.41
180,7.9,64.61
181,8.42,63.77
182,8.85,63.22
183,9.66,60.78
184,9.59,61.7
185,9.97,61.54
186,9.49,60.6
187,10.04,60.84
188,9.2,61.56
189,9.14,61.31
190,10.75,57.94
191,11.42,56.16
192,11.72,56.89
193,12.38,56.69
194,12.01,56.71
195,12.04,57.0
196,14.71,53.77
197,14.3,54.55
198,15.01,54.14
199,15.31,55.46
200,14.73,55.06
201,14.35,56.42
202,14.07,55.75
203,16.14,52.61
204,17.07,52.44
205,17.95,51.36
206,18.29,52.35
207,18.43,53.02
208,16.65,54.63
209,16.96,53.95
210,16.49,54.92
211,18.49,53.03
212,17.58,54.05
213,21.21,49.89
214,19.08,52.88
215,20.12,51.97
216,19.75,51.87
217,19.64,53.23
218,20.56,51.45
219,21.29,51.17
220,20.83,52.84
221,23.06,49.53
222,24.44,49.14
223,24.3,49.92
224,24.57,48.76
225,24.3,50.12
226,25.15,47.76
227,27.68,44.98
228,26.74,48.07
229,25.74,49.9
230,26.16,48.86
231,26.18,49.84
232,29.53,46.81
233,27.82,50.12
234,29.8,49.51
235,31.21,48.64
236,29.09,50.23
237,31.91,49.35
238,33.86,47.02
239,35.04,45.98
240,32.79,47.78
241,32.81,47.24
242,33.65,47.52
243,31.95,49.11
244,35.12,45.77
245,32.63,48.79
246,32.51,47.91
247,38.6,44.61
248,37.63,45.49
249,39.88,45.36
250,39.74,44.93
251,40.23,44.5
252,38.57,46.59
253,39.32,46.77
254,41.74,44.95
255,41.08,44.37
256,37.76,46.58
257,39.16,46.47
258,38.86,48.31
259,43.81,45.26
260,44.82,45.59
261,42.24,47.27
262,47.22,45.56
263,44.6,47.32
264,44.47,46.67
265,43.09,48.77
266,44.3,48.05
267,43.59,48.6
268,46.3,46.17
269,46.71,46.92
270,48.63,45.22
271,46.91,45.96
272,45.74,45.42
273,47.96,44.18
274,49.63,44.02
275,47.43,45.43
276,49.3,44.43
277,53.35,42.88
278,53.1,42.99
279,52.99,43.69
280,52.33,42.76
281,54.75,41.79
282,51.68,42.81
283,51.24,43.1
284,51.86,42.07
285,51.71,44.21
286,51.02,44.24
287,51.53,45.25
288,54.29,42.87
289,48.45,46.89
290,46.29,47.12
291,40.58,50.42
292,45.2,48.07
293,43.3,47.85
294,41.31,48.5
295,39.19,50.95
296,39.5,50.58
297,44.02,47.95
298,42.93,46.8
299,42.0,47.45
300,41.33,48.65
301,40.39,48.09
302,35.74,51.08
303,37.37,50.93
304,37.9,51.3
305,37.93,50.54
306,39.97,48.86
307,40.29,49.26
308,38.9,50.72
309,40.32,50.14
310,39.89,50.04
311,40.31,51.23
312,39.82,50.82
313,39.33,51.58
314,39.54,50.91
315,41.23,49.96
316,42.43,49.18
317,41.92,50.58
318,41.6,50.85
319,42.85,50.82
320,44.86,51.53
321,46.78,50.84
322,48.39,49.07
323,45.61,50.69
324,40.64,52.33
325,42.49,50.09
326,43.92,49.18
327,43.07,49.86
328,43.34,49.71
329,44.36,48.95
330,45.29,48.13
331,49.52,46.03
332,49.95,46.48
333,53.51,45.63
334,52.9,45.65
335,51.75,45.94
336,53.77,45.68
337,50.56,47.89
338,54.53,45.44
339,58.75,43.49
340,57.02,44.35
341,55.9,45.54
342,59.3,43.64
343,54.25,43.71
344,55.21,43.8
345,57.52,43.43
346,57.49,44.69
347,61.89,44.52
348,64.26,44.01
349,62.35,44.15
350,65.01,44.65
351,60.15,45.8
352,65.1,44.18
353,61.21,45.98
354,62.59,44.78
355,59.89,47.0
356,60.89,46.79
357,59.55,46.57
358,64.93,45.35
359,64.96,44.96
360,61.92,45.37
361,61.56,46.07
362,60.29,45.73
363,59.65,45.4
364,56.29,47.11
365,54.61,47.64
366,57.93,46.92
367,54.63,46.78
368,57.15,44.37
369,54.83,47.12
370,59.53,45.47
371,60.26,45.98
372,58.11,45.69
373,60.57,43.64
374,60.12,43.47
375,57.88,43.52
376,62.67,41.79
377,70.38,38.23
378,67.12,39.71
379,67.42,39.86
380,68.12,41.76
381,67.85,42.05
382,65.72,42.5
383,69.08,42.03
384,68.28,43.45
385,67.7,43.83
386,69.18,42.04
387,66.88,42.81
388,68.56,43.29
389,71.27,42.83
390,68.72,43.38
391,70.02,43.94
392,73.35,43.65
393,68.27,43.94
394,70.64,43.23
395,68.78,43.12
396,67.68,43.41
397,70.18,42.4
398,71.46,41.61
399,76.25,40.72
400,79.78,40.88
401,83.95,39.93
402,84.96,39.76
403,81.85,41.28
404,74.47,42.79
405,70.17,43.82
406,69.46,43.44
407,68.95,43.15
408,68.67,43.1
409,70.12,43.23
410,67.27,43.41
411,70.31,43.24
412,75.35,42.31
413,81.65,41.12
414,80.35,40.94
415,82.06,41.51
416,81.07,42.22
417,78.65,41.87
418,86.73,40.13
419,88.79,39.59
420,90.9,38.89
421,95.5,38.23
422,92.36,38.92
423,90.07,38.88
424,89.42,38.76
425,89.8,38.33
426,90.73,38.1
427,84.92,38.43
428,87.3,39.49
429,88.61,39.83
430,83.74,41.21
431,82.63,41.87
432,84.79,42.29
433,88.91,41.52
434,84.93,42.48
435,86.98,41.73
436,93.59,41.49
437,90.49,42.96
438,86.86,43.47
439,92.03,42.1
440,91.32,41.63
441,93.07,40.22
442,93.32,39.8
443,94.21,38.67
444,96.18,37.29
445,97.69,35.65
446,91.74,36.41
447,94.89,35.3
448,99.11,35.05
449,102.34,35.2
450,105.39,34.94
451,105.16,35.5
452,105.76,35.88
453,108.19,36.59
454,110.39,35.56
455,109.89,36.82
456,113.38,35.63
457,116.23,35.07
458,114.2,34.43
459,117.72,34.82
460,119.62,33.73
461,119.85,34.85
462,115.0,34.95
463,114.87,34.52
464,106.81,34.55
465,107.31,32.82
466,106.16,36.12
467,108.13,35.85
468,113.22,34.85
469,112.52,35.72
470,112.24,35.42
471,105.33,34.86
472,108.84,34.84
473,109.39,34.64
474,108.08,34.01
475,116.2,32.5
476,111.72,32.93
477,110.46,32.44
478,109.55,31.84
479,107.68,30.99
480,104.55,31.89
481,113.91,31.18
482,105.07,32.37
483,108.79,31.6
484,114.92,31.06
485,108.07,32.42
486,108.18,32.44
487,101.95,32.44
488,96.5,32.6
489,97.88,32.21
490,99.74,31.38
491,101.57,31.57
492,104.02,32.08
493,117.35,31.2
494,115.6,31.28
495,114.24,31.7
496,122.69,30.82
497,121.96,31.29
498,121.96,31.35
499,121.84,32.19
500,131.46,31.39
