round,epsilon,opt_order
434,1.268501299875558,10
435,1.26930888204858,10
436,1.2701164642216023,10
437,1.2709240463946243,10
438,1.2717316285676463,10
439,1.2725392107406686,10
440,1.2733467929136906,10
441,1.2741543750867126,10
442,1.2749619572597348,10
443,1.2757695394327568,10
444,1.2765771216057789,10
445,1.277384703778801,10
446,1.278192285951823,10
447,1.2789998681248451,10
448,1.2798074502978674,10
449,1.2806150324708894,10
450,1.2814226146439114,10
451,1.2822301968169336,10
452,1.2830377789899556,10
453,1.2838453611629776,10
454,1.2846529433359999,10
455,1.285460525509022,10
456,1.286268107682044,10
457,1.2870756898550662,10
458,1.2878832720280882,10
459,1.2886908542011102,10
460,1.2894984363741324,10
461,1.2903060185471544,10
462,1.2911136007201764,10
463,1.2919211828931987,10
464,1.2927287650662207,10
465,1.2935363472392427,10
466,1.294343929412265,10
467,1.295151511585287,10
468,1.295959093758309,10
469,1.2967666759313312,10
470,1.2975742581043532,10
471,1.2983818402773752,10
472,1.2991894224503975,10
473,1.2999970046234195,10
474,1.3008045867964415,10
475,1.3016121689694637,10
476,1.3024197511424858,10
477,1.3032273333155078,10
478,1.30403491548853,10
479,1.304842497661552,10
480,1.305650079834574,10
481,1.3064576620075963,10
482,1.3072652441806183,10
483,1.3080728263536403,10
484,1.3088804085266625,10
485,1.3096879906996846,10
486,1.3104955728727066,10
487,1.3113031550457288,10
488,1.3121107372187508,10
489,1.3129183193917728,10
490,1.313725901564795,10
491,1.314533483737817,10
492,1.315341065910839,10
493,1.3161486480838613,10
494,1.3169562302568834,10
495,1.3177638124299054,10
496,1.3185713946029276,10
497,1.3193789767759496,10
498,1.3201865589489716,10
499,1.3209941411219939,10
500,1.3218017232950159,10
