round,epsilon,delta,opt_order
1,1.2317288608909411,1e-05,8
2,1.2493485539363487,1e-05,8
3,1.2669682469817563,1e-05,8
4,1.2845879400271638,1e-05,8
5,1.3022076330725714,1e-05,8
6,1.319827326117979,1e-05,8
7,1.3374470191633865,1e-05,8
8,1.355066712208794,1e-05,8
9,1.3726864052542016,1e-05,8
10,1.3903060982996092,1e-05,8
11,1.4079257913450167,1e-05,8
12,1.4255454843904243,1e-05,8
13,1.4431651774358318,1e-05,8
14,1.4607848704812394,1e-05,8
15,1.464763395137671,1e-05,7
16,1.4663908299585005,1e-05,7
17,1.46801826477933,1e-05,7
18,1.4696456996001597,1e-05,7
19,1.4712731344209893,1e-05,7
20,1.4729005692418187,1e-05,7
21,1.4745280040626483,1e-05,7
22,1.4761554388834779,1e-05,7
23,1.4777828737043075,1e-05,7
24,1.4794103085251369,1e-05,7
25,1.4810377433459665,1e-05,7
26,1.482665178166796,1e-05,7
27,1.4842926129876257,1e-05,7
28,1.4859200478084553,1e-05,7
29,1.4875474826292847,1e-05,7
30,1.4891749174501143,1e-05,7
31,1.490802352270944,1e-05,7
32,1.4924297870917735,1e-05,7
33,1.494057221912603,1e-05,7
34,1.4956846567334325,1e-05,7
35,1.4973120915542621,1e-05,7
36,1.4989395263750918,1e-05,7
37,1.5005669611959211,1e-05,7
38,1.5021943960167508,1e-05,7
39,1.5038218308375804,1e-05,7
40,1.50544926565841,1e-05,7
41,1.5070767004792396,1e-05,7
42,1.508704135300069,1e-05,7
43,1.5103315701208986,1e-05,7
44,1.5119590049417282,1e-05,7
45,1.5135864397625578,1e-05,7
46,1.5152138745833872,1e-05,7
47,1.5168413094042168,1e-05,7
48,1.5184687442250464,1e-05,7
49,1.520096179045876,1e-05,7
50,1.5217236138667054,1e-05,7
51,1.523351048687535,1e-05,7
52,1.5249784835083646,1e-05,7
53,1.5266059183291942,1e-05,7
54,1.5282333531500238,1e-05,7
55,1.5298607879708532,1e-05,7
56,1.5314882227916828,1e-05,7
57,1.5331156576125125,1e-05,7
58,1.534743092433342,1e-05,7
59,1.5363705272541714,1e-05,7
60,1.537997962075001,1e-05,7
61,1.5396253968958307,1e-05,7
62,1.5412528317166603,1e-05,7
63,1.5428802665374899,1e-05,7
64,1.5445077013583193,1e-05,7
65,1.5461351361791489,1e-05,7
66,1.5477625709999785,1e-05,7
67,1.549390005820808,1e-05,7
68,1.5510174406416375,1e-05,7
69,1.552644875462467,1e-05,7
70,1.5542723102832967,1e-05,7
71,1.5558997451041263,1e-05,7
72,1.5575271799249557,1e-05,7
73,1.5591546147457853,1e-05,7
74,1.560782049566615,1e-05,7
75,1.5624094843874445,1e-05,7
76,1.564036919208274,1e-05,7
77,1.5656643540291035,1e-05,7
78,1.5672917888499331,1e-05,7
79,1.5689192236707628,1e-05,7
80,1.5705466584915924,1e-05,7
81,1.5721740933124217,1e-05,7
82,1.5738015281332514,1e-05,7
83,1.575428962954081,1e-05,7
84,1.5770563977749106,1e-05,7
85,1.57868383259574,1e-05,7
86,1.5803112674165696,1e-05,7
87,1.5819387022373992,1e-05,7
88,1.5835661370582288,1e-05,7
89,1.5851935718790584,1e-05,7
90,1.5868210066998878,1e-05,7
91,1.5884484415207174,1e-05,7
92,1.590075876341547,1e-05,7
93,1.5917033111623766,1e-05,7
94,1.593330745983206,1e-05,7
95,1.5949581808040356,1e-05,7
96,1.5965856156248652,1e-05,7
97,1.5982130504456948,1e-05,7
98,1.5998404852665242,1e-05,7
99,1.6014679200873538,1e-05,7
100,1.6030953549081834,1e-05,7
101,1.604722789729013,1e-05,7
102,1.6063502245498424,1e-05,7
103,1.607977659370672,1e-05,7
104,1.6096050941915017,1e-05,7
105,1.6112325290123313,1e-05,7
106,1.6128599638331609,1e-05,7
107,1.6144873986539903,1e-05,7
108,1.6161148334748199,1e-05,7
109,1.6177422682956495,1e-05,7
110,1.619369703116479,1e-05,7
111,1.6209971379373085,1e-05,7
112,1.622624572758138,1e-05,7
113,1.6242520075789677,1e-05,7
114,1.6258794423997973,1e-05,7
115,1.627506877220627,1e-05,7
116,1.6291343120414563,1e-05,7
117,1.630761746862286,1e-05,7
118,1.6323891816831155,1e-05,7
119,1.6340166165039451,1e-05,7
120,1.6356440513247745,1e-05,7
121,1.6372714861456041,1e-05,7
122,1.6388989209664337,1e-05,7
123,1.6405263557872634,1e-05,7
124,1.6421537906080927,1e-05,7
125,1.6437812254289224,1e-05,7
126,1.645408660249752,1e-05,7
127,1.6470360950705816,1e-05,7
128,1.648663529891411,1e-05,7
129,1.6502909647122406,1e-05,7
130,1.6519183995330702,1e-05,7
131,1.6535458343538998,1e-05,7
132,1.6551732691747294,1e-05,7
133,1.6568007039955588,1e-05,7
134,1.6584281388163884,1e-05,7
135,1.660055573637218,1e-05,7
136,1.6616830084580476,1e-05,7
137,1.663310443278877,1e-05,7
138,1.6649378780997066,1e-05,7
139,1.6665653129205362,1e-05,7
140,1.6681927477413658,1e-05,7
141,1.6698201825621954,1e-05,7
142,1.6714476173830248,1e-05,7
143,1.6730750522038544,1e-05,7
144,1.674702487024684,1e-05,7
145,1.6763299218455137,1e-05,7
146,1.677957356666343,1e-05,7
147,1.6795847914871727,1e-05,7
148,1.6812122263080023,1e-05,7
149,1.6828396611288319,1e-05,7
150,1.6844670959496613,1e-05,7
151,1.6860945307704909,1e-05,7
152,1.6877219655913205,1e-05,7
153,1.68934940041215,1e-05,7
154,1.6909768352329795,1e-05,7
155,1.692604270053809,1e-05,7
156,1.6942317048746387,1e-05,7
157,1.6958591396954683,1e-05,7
158,1.697486574516298,1e-05,7
159,1.6991140093371273,1e-05,7
160,1.700741444157957,1e-05,7
161,1.7023688789787865,1e-05,7
162,1.7039963137996161,1e-05,7
163,1.7056237486204455,1e-05,7
164,1.7072511834412751,1e-05,7
165,1.7088786182621047,1e-05,7
166,1.7105060530829344,1e-05,7
167,1.712133487903764,1e-05,7
168,1.7137609227245933,1e-05,7
169,1.715388357545423,1e-05,7
170,1.7170157923662526,1e-05,7
171,1.718643227187082,1e-05,7
172,1.7202706620079116,1e-05,7
173,1.7218980968287412,1e-05,7
174,1.7235255316495708,1e-05,7
175,1.7251529664704004,1e-05,7
176,1.72678040129123,1e-05,7
177,1.7284078361120594,1e-05,7
178,1.730035270932889,1e-05,7
179,1.7316627057537186,1e-05,7
180,1.733290140574548,1e-05,7
181,1.7349175753953776,1e-05,7
182,1.7365450102162072,1e-05,7
183,1.7381724450370368,1e-05,7
184,1.7397998798578664,1e-05,7
