round,epsilon,delta,opt_order
1,0.8568834433922908,1.1000000000000001e-05,8
2,0.9106382833977615,1.1000000000000001e-05,8
3,0.9677653239589743,1.1000000000000001e-05,8
4,0.9874732899124423,1.1000000000000001e-05,7
5,0.996088488494873,1.1000000000000001e-05,7
6,1.0047788502714607,1.1000000000000001e-05,7
7,1.0135450310025698,1.1000000000000001e-05,7
8,1.0223876921697364,1.1000000000000001e-05,7
9,1.0313075010255852,1.1000000000000001e-05,7
10,1.0403051306441784,1.1000000000000001e-05,7
11,1.049381259971804,1.1000000000000001e-05,7
12,1.0585365738782087,1.1000000000000001e-05,7
13,1.0677717632082764,1.1000000000000001e-05,7
14,1.0770875248341603,1.1000000000000001e-05,7
15,1.0864845617078644,1.1000000000000001e-05,7
16,1.0959635829142893,1.1000000000000001e-05,7
17,1.105525303724739,1.1000000000000001e-05,7
18,1.115170445650892,1.1000000000000001e-05,7
19,1.124899736499247,1.1000000000000001e-05,7
20,1.1347139104260417,1.1000000000000001e-05,7
21,1.144613707992651,1.1000000000000001e-05,7
22,1.1545998762214682,1.1000000000000001e-05,7
23,1.1646731686522738,1.1000000000000001e-05,7
24,1.174834345399098,1.1000000000000001e-05,7
25,1.1850841732075754,1.1000000000000001e-05,7
26,1.195423425512804,1.1000000000000001e-05,7
27,1.2058528824977068,1.1000000000000001e-05,7
28,1.2163733311519034,1.1000000000000001e-05,7
29,1.2269855653310935,1.1000000000000001e-05,7
30,1.2376903858169628,1.1000000000000001e-05,7
31,1.2484886003776057,1.1000000000000001e-05,7
32,1.25938102382848,1.1000000000000001e-05,7
33,1.2703684780938902,1.1000000000000001e-05,7
34,1.2814517922690103,1.1000000000000001e-05,7
35,1.2926318026824446,1.1000000000000001e-05,7
36,1.3039093529593357,1.1000000000000001e-05,7
37,1.3152852940850237,1.1000000000000001e-05,7
38,1.32676048446926,1.1000000000000001e-05,7
39,1.3383357900109807,1.1000000000000001e-05,7
40,1.3500120841636472,1.1000000000000001e-05,7
41,1.3617902480011541,1.1000000000000001e-05,7
42,1.3736711702843158,1.1000000000000001e-05,7
43,1.3856557475279276,1.1000000000000001e-05,7
44,1.3977448840684188,1.1000000000000001e-05,7
45,1.4099394921320898,1.1000000000000001e-05,7
46,1.4222404919039489,1.1000000000000001e-05,7
47,1.4346488115971459,1.1000000000000001e-05,7
48,1.4471653875230153,1.1000000000000001e-05,7
49,1.45979116416173,1.1000000000000001e-05,7
50,1.4717907758771038,1.1000000000000001e-05,6
51,1.4775803716445586,1.1000000000000001e-05,6
52,1.483392741993632,1.1000000000000001e-05,6
53,1.4892279765128866,1.1000000000000001e-05,6
54,1.4950861651433025,1.1000000000000001e-05,6
55,1.500967398179659,1.1000000000000001e-05,6
56,1.5068717662719306,1.1000000000000001e-05,6
57,1.5127993604266814,1.1000000000000001e-05,6
58,1.5187502720084682,1.1000000000000001e-05,6
59,1.524724592741251,1.1000000000000001e-05,6
60,1.5307224147098033,1.1000000000000001e-05,6
61,1.536743830361135,1.1000000000000001e-05,6
62,1.542788932505914,1.1000000000000001e-05,6
63,1.5488578143198994,1.1000000000000001e-05,6
64,1.5549505693453762,1.1000000000000001e-05,6
65,1.5610672914925972,1.1000000000000001e-05,6
66,1.5672080750412312,1.1000000000000001e-05,6
67,1.5733730146418154,1.1000000000000001e-05,6
68,1.5795622053172154,1.1000000000000001e-05,6
69,1.5857757424640868,1.1000000000000001e-05,6
70,1.592013721854351,1.1000000000000001e-05,6
71,1.5982762396366659,1.1000000000000001e-05,6
72,1.6045633923379115,1.1000000000000001e-05,6
73,1.610875276864675,1.1000000000000001e-05,6
74,1.617211990504747,1.1000000000000001e-05,6
75,1.6235736309286204,1.1000000000000001e-05,6
76,1.6299602961909931,1.1000000000000001e-05,6
77,1.6363720847322842,1.1000000000000001e-05,6
78,1.6428090953801469,1.1000000000000001e-05,6
79,1.6492714273509939,1.1000000000000001e-05,6
80,1.6557591802515277,1.1000000000000001e-05,6
81,1.6622724540802722,1.1000000000000001e-05,6
82,1.6688113492291186,1.1000000000000001e-05,6
83,1.6753759664848693,1.1000000000000001e-05,6
84,1.681966407030792,1.1000000000000001e-05,6
85,1.6885827724481817,1.1000000000000001e-05,6
86,1.6952251647179228,1.1000000000000001e-05,6
87,1.7018936862220644,1.1000000000000001e-05,6
88,1.7085884397453954,1.1000000000000001e-05,6
89,1.7153095284770299,1.1000000000000001e-05,6
90,1.7220570560119999,1.1000000000000001e-05,6
91,1.7288311263528473,1.1000000000000001e-05,6
92,1.7356318439112324,1.1000000000000001e-05,6
93,1.7424593135095383,1.1000000000000001e-05,6
94,1.7493136403824898,1.1000000000000001e-05,6
95,1.7561949301787747,1.1000000000000001e-05,6
96,1.7631032889626705,1.1000000000000001e-05,6
97,1.7700388232156834,1.1000000000000001e-05,6
98,1.7770016398381838,1.1000000000000001e-05,6
99,1.7839918461510582,1.1000000000000001e-05,6
100,1.7910095498973635,1.1000000000000001e-05,6
101,1.7980548592439836,1.1000000000000001e-05,6
102,1.805127882783302,1.1000000000000001e-05,6
103,1.8122287295348714,1.1000000000000001e-05,6
104,1.819357508947096,1.1000000000000001e-05,6
105,1.826514330898918,1.1000000000000001e-05,6
106,1.833699305701512,1.1000000000000001e-05,6
107,1.8409125440999843,1.1000000000000001e-05,6
108,1.8481541572750797,1.1000000000000001e-05,6
109,1.8554242568448962,1.1000000000000001e-05,6
110,1.8627229548666036,1.1000000000000001e-05,6
111,1.870050363838174,1.1000000000000001e-05,6
112,1.8774065967001117,1.1000000000000001e-05,6
113,1.8847917668371978,1.1000000000000001e-05,6
114,1.892205988080235,1.1000000000000001e-05,6
115,1.8996493747078027,1.1000000000000001e-05,6
116,1.9071220414480208,1.1000000000000001e-05,6
117,1.9146241034803138,1.1000000000000001e-05,6
118,1.9221556764371903,1.1000000000000001e-05,6
