round,epsilon,delta,opt_order
1,0.23676661189249723,1.1000000000000001e-05,10
2,0.24134081519848127,1.1000000000000001e-05,10
3,0.24600338964648247,1.1000000000000001e-05,10
4,0.25075604251932565,1.1000000000000001e-05,10
5,0.25560051408361933,1.1000000000000001e-05,10
6,0.260538578226985,1.1000000000000001e-05,10
7,0.261512084774831,1.1000000000000001e-05,9
8,0.2617451516486832,1.1000000000000001e-05,9
9,0.26197842623824286,1.1000000000000001e-05,9
10,0.262211908728632,1.1000000000000001e-05,9
11,0.26244559930513756,1.1000000000000001e-05,9
12,0.2626794981532118,1.1000000000000001e-05,9
13,0.2629136054584721,1.1000000000000001e-05,9
14,0.26314792140670135,1.1000000000000001e-05,9
15,0.263382446183848,1.1000000000000001e-05,9
16,0.2636171799760262,1.1000000000000001e-05,9
17,0.26385212296951593,1.1000000000000001e-05,9
18,0.2640872753507634,1.1000000000000001e-05,9
19,0.2643226373063806,1.1000000000000001e-05,9
20,0.2645582090231463,1.1000000000000001e-05,9
21,0.26479399068800535,1.1000000000000001e-05,9
22,0.26502998248806936,1.1000000000000001e-05,9
23,0.2652661846106167,1.1000000000000001e-05,9
24,0.2655025972430927,1.1000000000000001e-05,9
25,0.2657392205731096,1.1000000000000001e-05,9
26,0.26597605478844705,1.1000000000000001e-05,9
27,0.2662131000770519,1.1000000000000001e-05,9
28,0.2664503566270384,1.1000000000000001e-05,9
29,0.2666878246266887,1.1000000000000001e-05,9
30,0.2669255042644528,1.1000000000000001e-05,9
31,0.2671633957289482,1.1000000000000001e-05,9
32,0.267401499208961,1.1000000000000001e-05,9
33,0.2676398148934453,1.1000000000000001e-05,9
34,0.2678783429715237,1.1000000000000001e-05,9
35,0.2681170836324872,1.1000000000000001e-05,9
36,0.26835603706579564,1.1000000000000001e-05,9
37,0.2685952034610777,1.1000000000000001e-05,9
38,0.268834583008131,1.1000000000000001e-05,9
39,0.2690741758969225,1.1000000000000001e-05,9
40,0.2693139823175881,1.1000000000000001e-05,9
41,0.2695540024604335,1.1000000000000001e-05,9
42,0.2697942365159338,1.1000000000000001e-05,9
43,0.270034684674734,1.1000000000000001e-05,9
44,0.270275347127649,1.1000000000000001e-05,9
45,0.27051622406566356,1.1000000000000001e-05,9
46,0.2707573156799329,1.1000000000000001e-05,9
47,0.27099862216178233,1.1000000000000001e-05,9
48,0.271240143702708,1.1000000000000001e-05,9
49,0.2714818804943766,1.1000000000000001e-05,9
50,0.27172383272862544,1.1000000000000001e-05,9
51,0.2719660005974631,1.1000000000000001e-05,9
52,0.27220838429306904,1.1000000000000001e-05,9
53,0.2724509840077942,1.1000000000000001e-05,9
54,0.2726937999341608,1.1000000000000001e-05,9
55,0.2729368322648627,1.1000000000000001e-05,9
56,0.2731800811927655,1.1000000000000001e-05,9
57,0.27342354691090665,1.1000000000000001e-05,9
58,0.2736672296124957,1.1000000000000001e-05,9
59,0.2739111294909143,1.1000000000000001e-05,9
60,0.27415524673971653,1.1000000000000001e-05,9
61,0.27439958155262906,1.1000000000000001e-05,9
62,0.27464413412355093,1.1000000000000001e-05,9
63,0.27488890464655424,1.1000000000000001e-05,9
64,0.275133893315884,1.1000000000000001e-05,9
65,0.27537910032595825,1.1000000000000001e-05,9
66,0.27562452587136843,1.1000000000000001e-05,9
67,0.27587017014687926,1.1000000000000001e-05,9
68,0.2761160333474292,1.1000000000000001e-05,9
69,0.2763621156681302,1.1000000000000001e-05,9
70,0.2766084173042684,1.1000000000000001e-05,9
71,0.2768549384513038,1.1000000000000001e-05,9
72,0.27710167930487073,1.1000000000000001e-05,9
73,0.27734864006077764,1.1000000000000001e-05,9
74,0.2775958209150077,1.1000000000000001e-05,9
75,0.2778432220637187,1.1000000000000001e-05,9
76,0.2780908437032432,1.1000000000000001e-05,9
77,0.2783386860300888,1.1000000000000001e-05,9
78,0.27858674924093824,1.1000000000000001e-05,9
79,0.27883503353264943,1.1000000000000001e-05,9
80,0.27908353910225586,1.1000000000000001e-05,9
81,0.27933226614696655,1.1000000000000001e-05,9
82,0.2795812148641663,1.1000000000000001e-05,9
83,0.27983038545141586,1.1000000000000001e-05,9
