round,epsilon,delta,opt_order
1,0.484143153584146,1.1000000000000001e-05,10
2,0.4934965383202491,1.1000000000000001e-05,10
3,0.5030306254072454,1.1000000000000001e-05,10
4,0.5127489059171418,1.1000000000000001e-05,10
5,0.5226549383675736,1.1000000000000001e-05,10
6,0.528328765251107,1.1000000000000001e-05,9
7,0.5287996266026551,1.1000000000000001e-05,9
8,0.5292709075989909,1.1000000000000001e-05,9
9,0.529742608614113,1.1000000000000001e-05,9
10,0.5302147300223543,1.1000000000000001e-05,9
11,0.5306872721983807,1.1000000000000001e-05,9
12,0.5311602355171924,1.1000000000000001e-05,9
13,0.5316336203541233,1.1000000000000001e-05,9
14,0.5321074270848424,1.1000000000000001e-05,9
15,0.5325816560853529,1.1000000000000001e-05,9
16,0.5330563077319938,1.1000000000000001e-05,9
17,0.5335313824014389,1.1000000000000001e-05,9
18,0.534006880470698,1.1000000000000001e-05,9
19,0.5344828023171168,1.1000000000000001e-05,9
20,0.5349591483183774,1.1000000000000001e-05,9
21,0.5354359188524986,1.1000000000000001e-05,9
22,0.5359131142978356,1.1000000000000001e-05,9
23,0.5363907350330814,1.1000000000000001e-05,9
24,0.5368687814372661,1.1000000000000001e-05,9
25,0.5373472538897578,1.1000000000000001e-05,9
26,0.5378261527702627,1.1000000000000001e-05,9
27,0.5383054784588253,1.1000000000000001e-05,9
28,0.5387852313358288,1.1000000000000001e-05,9
29,0.5392654117819956,1.1000000000000001e-05,9
30,0.5397460201783872,1.1000000000000001e-05,9
31,0.5402270569064048,1.1000000000000001e-05,9
32,0.5407085223477895,1.1000000000000001e-05,9
33,0.5411904168846229,1.1000000000000001e-05,9
34,0.5416727408993264,1.1000000000000001e-05,9
35,0.5421554947746627,1.1000000000000001e-05,9
36,0.5426386788937361,1.1000000000000001e-05,9
37,0.5431222936399913,1.1000000000000001e-05,9
38,0.5436063393972156,1.1000000000000001e-05,9
39,0.5440908165495378,1.1000000000000001e-05,9
40,0.5445757254814294,1.1000000000000001e-05,9
41,0.5450610665777043,1.1000000000000001e-05,9
42,0.5455468402235196,1.1000000000000001e-05,9
43,0.5460330468043755,1.1000000000000001e-05,9
44,0.5465196867061156,1.1000000000000001e-05,9
45,0.5470067603149279,1.1000000000000001e-05,9
46,0.5474942680173439,1.1000000000000001e-05,9
47,0.5479822102002404,1.1000000000000001e-05,9
48,0.5484705872508382,1.1000000000000001e-05,9
49,0.5489593995567035,1.1000000000000001e-05,9
50,0.5494486475057481,1.1000000000000001e-05,9
51,0.5499383314862294,1.1000000000000001e-05,9
52,0.5504284518867506,1.1000000000000001e-05,9
53,0.5509190090962617,1.1000000000000001e-05,9
54,0.551410003504059,1.1000000000000001e-05,9
55,0.5519014354997855,1.1000000000000001e-05,9
56,0.5523933054734322,1.1000000000000001e-05,9
57,0.5528856138153372,1.1000000000000001e-05,9
58,0.5533783609161863,1.1000000000000001e-05,9
59,0.5538715471670139,1.1000000000000001e-05,9
60,0.5543651729592027,1.1000000000000001e-05,9
61,0.5548592386844842,1.1000000000000001e-05,9
62,0.555353744734939,1.1000000000000001e-05,9
63,0.5558486915029973,1.1000000000000001e-05,9
64,0.5563440793814389,1.1000000000000001e-05,9
65,0.5568399087633937,1.1000000000000001e-05,9
66,0.5573361800423421,1.1000000000000001e-05,9
67,0.5578328936121147,1.1000000000000001e-05,9
68,0.5583300498668938,1.1000000000000001e-05,9
69,0.5588276492012124,1.1000000000000001e-05,9
70,0.5593256920099555,1.1000000000000001e-05,9
71,0.5598241786883598,1.1000000000000001e-05,9
72,0.5603231096320144,1.1000000000000001e-05,9
73,0.560822485236861,1.1000000000000001e-05,9
74,0.5613223058991937,1.1000000000000001e-05,9
75,0.5618225720156605,1.1000000000000001e-05,9
76,0.5623232839832625,1.1000000000000001e-05,9
77,0.5628244421993547,1.1000000000000001e-05,9
78,0.563326047061646,1.1000000000000001e-05,9
79,0.5638280989682003,1.1000000000000001e-05,9
80,0.5643305983174357,1.1000000000000001e-05,9
81,0.5648335455081258,1.1000000000000001e-05,9
82,0.5653369409393992,1.1000000000000001e-05,9
83,0.5658407850107406,1.1000000000000001e-05,9
84,0.5663450781219905,1.1000000000000001e-05,9
85,0.5668498206733458,1.1000000000000001e-05,9
86,0.5673550130653601,1.1000000000000001e-05,9
87,0.5678606556989438,1.1000000000000001e-05,9
88,0.568366748975365,1.1000000000000001e-05,9
89,0.568873293296249,1.1000000000000001e-05,9
90,0.5693802890635794,1.1000000000000001e-05,9
91,0.5698877366796977,1.1000000000000001e-05,9
92,0.5703956365473043,1.1000000000000001e-05,9
93,0.5709039890694583,1.1000000000000001e-05,9
94,0.5714127946495781,1.1000000000000001e-05,9
95,0.5719220536914414,1.1000000000000001e-05,9
96,0.5724317665991864,1.1000000000000001e-05,9
97,0.5729419337773106,1.1000000000000001e-05,9
98,0.5734525556306728,1.1000000000000001e-05,9
99,0.5739636325644921,1.1000000000000001e-05,9
100,0.5744751649843489,1.1000000000000001e-05,9
101,0.5749871532961851,1.1000000000000001e-05,9
102,0.5754995979063044,1.1000000000000001e-05,9
103,0.5760124992213727,1.1000000000000001e-05,9
