round,epsilon,delta,opt_order
1,0.7751031255879707,1e-05,12
2,0.8164886449671868,1e-05,12
3,0.8211371101533419,1e-05,11
4,0.8227852004001689,1e-05,11
5,0.8244332906469959,1e-05,11
6,0.8260813808938229,1e-05,11
7,0.8277294711406499,1e-05,11
8,0.8293775613874769,1e-05,11
9,0.8310256516343039,1e-05,11
10,0.8326737418811309,1e-05,11
11,0.8343218321279577,1e-05,11
12,0.8359699223747847,1e-05,11
13,0.8376180126216117,1e-05,11
14,0.8392661028684387,1e-05,11
15,0.8409141931152657,1e-05,11
16,0.8425622833620927,1e-05,11
17,0.8442103736089197,1e-05,11
18,0.8458584638557467,1e-05,11
19,0.8475065541025737,1e-05,11
20,0.8491546443494007,1e-05,11
21,0.8508027345962277,1e-05,11
22,0.8524508248430547,1e-05,11
23,0.8540989150898817,1e-05,11
24,0.8557470053367087,1e-05,11
25,0.8573950955835357,1e-05,11
26,0.8590431858303627,1e-05,11
27,0.8606912760771896,1e-05,11
28,0.8623393663240166,1e-05,11
29,0.8639874565708435,1e-05,11
30,0.8656355468176705,1e-05,11
31,0.8672836370644975,1e-05,11
32,0.8689317273113245,1e-05,11
33,0.8705798175581515,1e-05,11
34,0.8722279078049785,1e-05,11
35,0.8738759980518055,1e-05,11
36,0.8755240882986325,1e-05,11
37,0.8771721785454595,1e-05,11
38,0.8788202687922865,1e-05,11
39,0.8804683590391135,1e-05,11
40,0.8821164492859405,1e-05,11
41,0.8837645395327675,1e-05,11
42,0.8854126297795945,1e-05,11
43,0.8870607200264214,1e-05,11
44,0.8887088102732484,1e-05,11
45,0.8903569005200754,1e-05,11
46,0.8920049907669024,1e-05,11
47,0.8936530810137294,1e-05,11
48,0.8953011712605564,1e-05,11
49,0.8969492615073834,1e-05,11
50,0.8985973517542104,1e-05,11
51,0.9002454420010373,1e-05,11
52,0.9018935322478643,1e-05,11
53,0.9035416224946913,1e-05,11
54,0.9051897127415184,1e-05,11
55,0.9068378029883454,1e-05,11
56,0.9084858932351724,1e-05,11
57,0.9101339834819994,1e-05,11
58,0.9117820737288261,1e-05,11
59,0.9134301639756534,1e-05,11
60,0.9150782542224801,1e-05,11
61,0.9167263444693071,1e-05,11
62,0.9183744347161341,1e-05,11
63,0.9200225249629611,1e-05,11
64,0.9216706152097881,1e-05,11
65,0.9233187054566151,1e-05,11
66,0.9249667957034421,1e-05,11
67,0.9266148859502691,1e-05,11
68,0.9282629761970961,1e-05,11
69,0.9299110664439231,1e-05,11
70,0.9315591566907501,1e-05,11
71,0.9332072469375771,1e-05,11
72,0.9348553371844041,1e-05,11
73,0.936503427431231,1e-05,11
74,0.938151517678058,1e-05,11
75,0.939799607924885,1e-05,11
76,0.941447698171712,1e-05,11
77,0.943095788418539,1e-05,11
78,0.944743878665366,1e-05,11
79,0.946391968912193,1e-05,11
80,0.94804005915902,1e-05,11
81,0.949688149405847,1e-05,11
82,0.951336239652674,1e-05,11
83,0.952984329899501,1e-05,11
84,0.954632420146328,1e-05,11
85,0.956280510393155,1e-05,11
86,0.957928600639982,1e-05,11
87,0.959576690886809,1e-05,11
88,0.961224781133636,1e-05,11
89,0.962872871380463,1e-05,11
90,0.96452096162729,1e-05,11
91,0.966169051874117,1e-05,11
92,0.9678171421209439,1e-05,11
93,0.9694652323677709,1e-05,11
94,0.9711133226145979,1e-05,11
95,0.9727614128614249,1e-05,11
96,0.9744095031082519,1e-05,11
97,0.9760575933550787,1e-05,11
98,0.9777056836019059,1e-05,11
99,0.9793537738487327,1e-05,11
100,0.9810018640955599,1e-05,11
101,0.9826499543423867,1e-05,11
102,0.9842980445892137,1e-05,11
103,0.9859461348360407,1e-05,11
104,0.9875942250828676,1e-05,11
105,0.9892423153296946,1e-05,11
106,0.9908904055765216,1e-05,11
107,0.9925384958233486,1e-05,11
108,0.9941865860701756,1e-05,11
109,0.9958346763170026,1e-05,11
110,0.9974827665638296,1e-05,11
111,0.9991308568106566,1e-05,11
112,1.0007789470574835,1e-05,11
113,1.0024270373043105,1e-05,11
114,1.0040751275511375,1e-05,11
115,1.0057232177979645,1e-05,11
116,1.0073713080447915,1e-05,11
117,1.0090193982916185,1e-05,11
118,1.0106674885384455,1e-05,11
119,1.0123155787852725,1e-05,11
120,1.0139636690320994,1e-05,11
121,1.0156117592789264,1e-05,11
122,1.0165356618926664,1e-05,10
123,1.0173432440656887,1e-05,10
124,1.0181508262387107,1e-05,10
125,1.0189584084117327,1e-05,10
126,1.019765990584755,1e-05,10
127,1.020573572757777,1e-05,10
128,1.021381154930799,1e-05,10
129,1.0221887371038212,1e-05,10
130,1.0229963192768432,1e-05,10
131,1.0238039014498652,1e-05,10
132,1.0246114836228875,1e-05,10
133,1.0254190657959095,1e-05,10
134,1.0262266479689315,1e-05,10
135,1.0270342301419537,1e-05,10
136,1.0278418123149757,1e-05,10
137,1.0286493944879977,1e-05,10
138,1.02945697666102,1e-05,10
139,1.030264558834042,1e-05,10
140,1.031072141007064,1e-05,10
141,1.0318797231800863,1e-05,10
142,1.0326873053531083,1e-05,10
143,1.0334948875261303,1e-05,10
144,1.0343024696991525,1e-05,10
145,1.0351100518721745,1e-05,10
146,1.0359176340451965,1e-05,10
147,1.0367252162182188,1e-05,10
148,1.0375327983912408,1e-05,10
149,1.0383403805642628,1e-05,10
150,1.039147962737285,1e-05,10
151,1.039955544910307,1e-05,10
152,1.040763127083329,1e-05,10
153,1.0415707092563513,1e-05,10
154,1.0423782914293733,1e-05,10
155,1.0431858736023953,1e-05,10
156,1.0439934557754176,1e-05,10
157,1.0448010379484396,1e-05,10
158,1.0456086201214616,1e-05,10
159,1.0464162022944838,1e-05,10
160,1.0472237844675059,1e-05,10
161,1.0480313666405279,1e-05,10
162,1.04883894881355,1e-05,10
163,1.0496465309865721,1e-05,10
164,1.0504541131595941,1e-05,10
165,1.0512616953326164,1e-05,10
166,1.0520692775056384,1e-05,10
167,1.0528768596786604,1e-05,10
168,1.0536844418516826,1e-05,10
169,1.0544920240247047,1e-05,10
170,1.0552996061977267,1e-05,10
171,1.056107188370749,1e-05,10
172,1.056914770543771,1e-05,10
173,1.057722352716793,1e-05,10
174,1.0585299348898152,1e-05,10
175,1.0593375170628372,1e-05,10
176,1.0601450992358592,1e-05,10
177,1.0609526814088814,1e-05,10
178,1.0617602635819035,1e-05,10
179,1.0625678457549255,1e-05,10
180,1.0633754279279477,1e-05,10
181,1.0641830101009697,1e-05,10
182,1.0649905922739917,1e-05,10
183,1.065798174447014,1e-05,10
184,1.066605756620036,1e-05,10
185,1.067413338793058,1e-05,10
186,1.0682209209660802,1e-05,10
187,1.0690285031391022,1e-05,10
188,1.0698360853121243,1e-05,10
189,1.0706436674851465,1e-05,10
190,1.0714512496581685,1e-05,10
191,1.0722588318311905,1e-05,10
192,1.0730664140042128,1e-05,10
193,1.0738739961772348,1e-05,10
194,1.0746815783502568,1e-05,10
195,1.075489160523279,1e-05,10
196,1.076296742696301,1e-05,10
197,1.077104324869323,1e-05,10
198,1.0779119070423453,1e-05,10
199,1.0787194892153673,1e-05,10
200,1.0795270713883893,1e-05,10
201,1.0803346535614116,1e-05,10
202,1.0811422357344336,1e-05,10
203,1.0819498179074556,1e-05,10
204,1.0827574000804778,1e-05,10
205,1.0835649822534998,1e-05,10
206,1.0843725644265219,1e-05,10
207,1.085180146599544,1e-05,10
208,1.085987728772566,1e-05,10
209,1.0867953109455881,1e-05,10
210,1.0876028931186104,1e-05,10
211,1.0884104752916324,1e-05,10
212,1.0892180574646544,1e-05,10
213,1.0900256396376766,1e-05,10
214,1.0908332218106986,1e-05,10
215,1.0916408039837207,1e-05,10
216,1.092448386156743,1e-05,10
217,1.093255968329765,1e-05,10
